1059,99,10.102.107.110 
512,99,10.150.199.110 
1026,99,10.150.96.110 
1041,99,10.220.50.110 
1086,99,10.102.114.110 
1088,99,10.101.57.110 
1116,99,10.102.128.110 
996,99,10.220.10.110 
231,99,10.201.220.110 
1090,99,10.201.41.110 
317,99,10.220.16.110 
1124,99,10.102.133.110 
1100,99,10.151.28.110 
999,99,10.101.179.110 
21,99,10.150.92.110 
328,99,10.153.66.110 
6,99,10.201.35.110 
1123,99,10.151.35.110 
1009,99,10.201.231.110 
9029,99,10.151.21.110 
1145,99,10.102.147.110 
1140,99,10.220.58.110 
9074,99,10.151.65.110 
1148,99,10.151.68.110 
793,99,10.101.175.110 
146,99,10.220.15.110 
1151,99,10.201.62.110 
1150,99,10.102.152.110 
1152,99,10.201.64.110 
9099,99,10.201.71.110 
1156,99,10.102.141.110 
1169,99,10.201.70.110 
1205,99,10.151.166.110 
9082,99,10.102.151.110 
1045,99,10.102.94.110 
1160,99,10.201.103.110 
1212,99,10.102.191.110 
1218,99,10.102.193.110 
1071,99,10.102.104.110 
1092,99,10.102.124.110 
101,99,10.101.155.110 
1159,99,10.201.65.110 
1147,99,10.201.66.110 
1157,99,10.201.67.110 
9159,99,10.151.178.110 
1224,99,10.151.181.110 
1155,99,10.220.27.110 
112,99,10.101.203.110 
770,99,10.150.22.110 
1089,99,10.102.115.110 
1198,99,10.220.83.110 
1146,99,10.201.54.110 
1006,99,10.102.158.110 
9154,99,10.102.188.110 
9168,99,10.151.179.110 
9165,99,10.201.135.110 
1053,99,10.201.245.110 
1209,99,10.201.127.110 
9144,99,10.102.189.110 
1225,99,10.201.133.110 
1110,99,10.201.25.110 
1091,99,10.102.116.110 
9149,99,10.201.128.110 
1202,99,10.201.134.110 
1119,99,10.102.131.110 
1200,99,10.102.187.110 
9150,99,10.151.167.110 
9155,99,10.151.168.110 
929,99,10.150.85.110 
80,99,10.101.217.110 
668,99,10.150.224.110 
321,99,10.102.48.110 
286,99,10.153.51.110 
862,99,10.150.104.110 
20,99,10.220.30.110 
1063,99,10.220.48.110 
1104,99,10.151.29.110 
432,99,10.220.23.110 
35,99,10.150.122.110 
412,99,10.200.157.110 
1064,99,10.220.41.110 
1129,99,10.102.137.110 
1201,99,10.201.120.110 
1221,99,10.151.173.110 
9162,99,10.151.180.110 
1215,99,10.151.177.110 
721,99,10.220.37.110 
23,99,10.200.143.110 
9151,99,10.201.129.110 
1210,99,10.201.132.110 
1214,99,10.102.192.110 
927,99,10.200.108.110 
526,99,10.200.237.110 
33,99,10.201.225.110 
1134,99,10.201.20.110 
551,99,10.150.203.110 
9167,99,10.151.182.110 
489,99,10.200.109.110 
1003,99,10.102.68.110 
736,99,10.200.5.110 
409,99,10.150.190.110 
918,99,10.101.182.110 
493,99,10.200.167.110 
993,99,10.101.156.110 
403,99,10.201.204.110 
316,99,10.102.38.110 
87,99,10.150.128.110 
646,99,10.101.27.110 
345,99,10.200.120.110 
1018,99,10.201.240.110 
769,99,10.200.62.110 
120,99,10.150.117.110 
1043,99,10.200.48.110 
344,99,10.153.85.110 
110,99,10.150.156.110 
142,99,10.200.136.110 
334,99,10.200.214.110 
18,99,10.150.145.110 
352,99,10.200.216.110 
1013,99,10.150.245.110 
1020,99,10.150.107.110 
150,99,10.153.10.110 
1106,99,10.150.205.110 
17,99,10.150.249.110 
1039,99,10.220.5.110 
1042,99,10.220.43.110 
1014,99,10.201.227.110 
9024,99,10.101.43.110 
9046,99,10.201.22.110 
9063,99,10.201.53.110 
1184,99,10.201.98.110 
9054,99,10.150.231.110 
1142,99,10.102.138.110 
1135,99,10.102.145.110 
1132,99,10.151.49.110 
2000,99,10.220.199.110 
1122,99,10.102.156.110 
1166,99,10.102.163.110 
1173,99,10.220.71.110 
1007,99,10.201.216.110 
1102,99,10.220.55.110 
1033,99,10.101.34.110 
1143,99,10.102.146.110 
1120,99,10.102.132.110 
1165,99,10.102.178.110 
1178,99,10.220.77.110 
1177,99,10.151.128.110 
206,99,10.153.59.110 
192,99,10.200.253.110 
1067,99,10.150.111.110 
1174,99,10.220.72.110 
1023,99,10.150.248.110 
1107,99,10.201.238.110 
1112,99,10.220.57.110 
9079,99,10.151.62.110 
1138,99,10.201.89.110 
1179,99,10.220.78.110 
1065,99,10.220.49.110 
1131,99,10.102.181.110 
1021,99,10.201.234.110 
9084,99,10.201.59.110 
9104,99,10.151.117.110 
9100,99,10.102.160.110 
1185,99,10.102.179.110 
873,99,10.220.12.110 
1000,99,10.200.146.110 
1027,99,10.101.5.110 
1017,99,10.200.32.110 
1012,99,10.201.247.110 
1076,99,10.151.20.110 
348,99,10.151.47.110 
1176,99,10.151.127.110 
851,99,10.200.105.110 
11,99,10.150.115.110 
1031,99,10.150.61.110 
9035,99,10.151.24.110 
9070,99,10.150.51.110 
860,99,10.101.254.110 
1096,99,10.102.123.110 
1111,99,10.150.226.110 
1154,99,10.201.84.110 
1187,99,10.102.183.110 
1181,99,10.220.76.110 
1141,99,10.151.142.110 
369,99,10.200.110.110 
1117,99,10.151.32.110 
1182,99,10.151.132.110 
1130,99,10.102.142.110 
9073,99,10.151.64.110 
9081,99,10.102.149.110 
413,99,10.102.65.110 
1051,99,10.101.31.110 
1019,99,10.220.14.110 
1175,99,10.200.80.110 
1168,99,10.201.85.110 
1161,99,10.151.126.110 
1056,99,10.150.210.110 
879,99,10.200.98.110 
1081,99,10.201.69.110 
1194,99,10.151.153.110 
9140,99,10.151.154.110 
9142,99,10.151.155.110 
1180,99,10.201.97.110 
9124,99,10.201.100.110 
9116,99,10.151.151.110 
9138,99,10.201.101.110 
9132,99,10.220.81.110 
460,99,10.220.24.110 
9,99,10.150.120.110 
444,99,10.102.59.110 
1068,99,10.102.101.110 
9143,99,10.151.156.110 
326,99,10.101.249.110 
502,99,10.150.195.110 
9125,99,10.151.144.110 
9134,99,10.201.102.110 
9135,99,10.151.158.110 
1191,99,10.151.162.110 
138,99,10.150.163.110 
9061,99,10.102.134.110 
1189,99,10.102.182.110 
9141,99,10.151.157.110 
1183,99,10.151.135.110 
1139,99,10.102.140.110 
1195,99,10.151.163.110 
9137,99,10.151.165.110 
9111,99,10.201.99.110 
251,99,10.153.47.110 
1127,99,10.102.136.110 
849,99,10.101.177.110 
864,99,10.200.111.110 
478,99,10.200.124.110 
433,99,10.101.207.110 
9113,99,10.102.184.110 
9145,99,10.151.164.110 
9148,99,10.201.121.110 
5,99,10.200.130.110 
1032,99,10.200.20.110 
1163,99,10.151.79.110 
1010,99,10.201.215.110 
1025,99,10.150.144.110 
9037,99,10.201.46.110 
1136,99,10.102.167.110 
119,99,10.150.110.110 
167,99,10.101.202.110 
9065,99,10.102.139.110 
9108,99,10.151.145.110 
1016,99,10.201.232.110 
1186,99,10.151.134.110 
939,99,10.150.17.110 
46,99,10.101.210.110 
1029,99,10.200.24.110 
9126,99,10.102.186.110 
1199,99,10.102.185.110 
1004,99,10.150.237.110 
1005,99,10.201.36.110 
1034,99,10.101.30.110 
1036,99,10.200.49.110 
1074,99,10.102.109.110 
